generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,80,9.763345499035684e-05,0.00012637256751296555,0.00011033471636817983,6.610346248691022e-06
1,80,9.949515188238592e-05,0.00012637256751296555,0.0001109052786482214,6.4048903522460445e-06
2,80,9.949515188238592e-05,0.00012637256751296555,0.00011094064337992726,6.941183208349952e-06
3,80,0.00010108721705405057,0.00012637256751296555,0.00011210032864568105,6.649111449625789e-06
4,80,0.00010108721705405057,0.00012637256751296555,0.00011292626428304716,7.721734105760699e-06
5,80,0.00010108721705405057,0.00012637256751296555,0.00011316770780494045,7.823829352210574e-06
6,80,0.00010108721705405057,0.00012637256751296555,0.00011102315527378582,7.391385125036587e-06
7,80,0.00010108721705405057,0.00012637256751296555,0.00011283231966478311,7.661379941353825e-06
8,80,0.00010108721705405057,0.00012637256751296555,0.00011425024582719558,7.223786120841939e-06
9,80,0.00010108721705405057,0.00012637256751296555,0.00011409737493499454,6.131153645777947e-06
10,80,0.00010108721705405057,0.00012637256751296555,0.00011434143524174264,5.601783511526095e-06
11,80,0.00010108721705405057,0.00012637256751296555,0.00011471468958763862,5.695847430391732e-06
12,80,0.00010108721705405057,0.00012637256751296555,0.00011512796674196233,5.850264834314164e-06
13,80,0.00010108721705405057,0.00012637256751296555,0.00011559210815415278,6.041797725872376e-06
14,80,0.00010108721705405057,0.00012637256751296555,0.00011385942624384646,6.066401290858049e-06
15,80,0.00010108721705405057,0.00012637256751296555,0.00011429478381431788,5.7719016430800004e-06
16,80,0.00010108721705405057,0.00012637256751296555,0.00011444540827543721,6.361371634767577e-06
17,80,0.00010108721705405057,0.00012637256751296555,0.00011606854999206967,7.000245133362614e-06
18,80,0.00010962995643392444,0.00012637256751296555,0.00011684047682079841,6.566423630522073e-06
19,80,0.00010962995643392444,0.00012637256751296555,0.00011679566409290196,6.404581495786918e-06
20,80,0.00010962995643392444,0.00012637256751296555,0.00011755650216644745,6.291177504159715e-06
21,80,0.00010962995643392444,0.00012637256751296555,0.00011690251481935938,6.252735298557932e-06
22,80,0.00010962995643392444,0.00012637256751296555,0.000117588996291116,6.366252447612825e-06
23,80,0.00010962995643392444,0.00012637256751296555,0.00011817928438917938,6.4508291082697625e-06
24,80,0.00010962995643392444,0.00012637256751296555,0.00011835008803960252,6.346272707604433e-06
25,80,0.00010962995643392444,0.00012637256751296555,0.00011989346331122168,6.088933789366702e-06
26,80,0.00010962995643392444,0.00012637256751296555,0.000120246282716308,6.348200558459851e-06
27,80,0.00010962995643392444,0.00012637256751296555,0.00012019111539482654,6.307775809478517e-06
28,80,0.00010962995643392444,0.00012637256751296555,0.00012044504877883805,6.268723713291289e-06
29,80,0.00010962995643392444,0.00012637256751296555,0.00012079572902289095,6.196520059260623e-06
30,80,0.00011017988412164944,0.00012637256751296555,0.00012164604712557983,6.002059079970315e-06
31,80,0.00011126440413889907,0.00012637256751296555,0.0001219465812066003,5.813454071213844e-06
32,80,0.00011126440413889907,0.00012637256751296555,0.00012152422286703731,5.886840616023863e-06
33,80,0.00011360029706379013,0.00012637256751296555,0.00012140010007462981,5.796101269548885e-06
34,80,0.00011360029706379013,0.00012637256751296555,0.00012142133628191647,5.77054075484242e-06
35,80,0.00011360029706379013,0.00012637256751296555,0.00012204651105815016,5.673288536960334e-06
36,80,0.00011360029706379013,0.00012637256751296555,0.00012291237969311257,5.375529245393206e-06
37,80,0.00011416884263011119,0.00012637256751296555,0.0001227284561395656,5.414301896886411e-06
38,80,0.00011416884263011119,0.00012637256751296555,0.00012210414050771516,5.670112859281634e-06
39,80,0.00011416884263011119,0.00012637256751296555,0.00012265780920102723,5.517176740049835e-06
40,80,0.00011416884263011119,0.00012637256751296555,0.00012325386605746227,5.233996162648089e-06
