generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,80,9.763345499035684e-05,0.00012637256751296555,0.00011033471636817983,6.610346248691022e-06
1,80,0.00010108721705405057,0.00012637256751296555,0.00011175695170667914,6.517253631141721e-06
2,80,0.00010108721705405057,0.00012637256751296555,0.00011276208003370056,5.394399324758273e-06
3,80,0.00010108721705405057,0.00012637256751296555,0.00011350281992846437,5.1012170024314574e-06
4,80,0.00010108721705405057,0.0001261277323080982,0.00011335451348604508,4.344045704963605e-06
5,80,0.00010108721705405057,0.00011845644298690732,0.00011178132091475646,4.9173910133759675e-06
6,80,0.00010108721705405057,0.00011845644298690732,0.00011149398441877108,5.0668611475750705e-06
7,80,0.00010108721705405057,0.00011845644298690732,0.00011131330167014184,5.0225396890659085e-06
8,80,0.00010108721705405057,0.00011845644298690732,0.00011188799086089187,4.923730563776134e-06
9,80,0.00010108721705405057,0.00011845644298690732,0.00011287127059041303,3.767441181063207e-06
10,80,0.00010108721705405057,0.00011845644298690732,0.00011334733740233246,3.1899434859572034e-06
11,80,0.00010879399296924363,0.00011845644298690732,0.00011316345628804037,2.947150212648763e-06
12,80,0.00010879399296924363,0.00011845644298690732,0.00011375952220011413,3.224379318912641e-06
13,80,0.00010879399296924363,0.00011845644298690732,0.0001136605131817279,3.4229340817285095e-06
14,80,0.00010879399296924363,0.00011845644298690732,0.0001140789934219276,3.243282793882562e-06
15,80,0.00010879399296924363,0.00011845644298690732,0.00011341777869122481,3.2625118111316766e-06
16,80,0.00010879399296924363,0.00011845644298690732,0.0001133656803412284,2.9410698657688975e-06
17,80,0.00010879399296924363,0.00011845644298690732,0.00011357841791867868,2.913396740900083e-06
18,80,0.00010879399296924363,0.00011845644298690732,0.00011263457881360269,2.8716927106732192e-06
19,80,0.00010879399296924363,0.00011598114907246086,0.0001128939927768976,2.729194161577942e-06
20,80,0.00010879399296924363,0.00011598114907246086,0.0001128124236991905,2.6739228642658157e-06
21,80,0.00010879399296924363,0.00011598114907246086,0.00011312817098748553,2.6415041294943035e-06
22,80,0.00010879399296924363,0.00011598114907246086,0.00011330409243242754,2.590692214694061e-06
23,80,0.00010879399296924363,0.00011598114907246086,0.00011303843785761205,2.692656565473612e-06
24,80,0.00010879399296924363,0.00011598114907246086,0.00011299983015988114,2.683311530233671e-06
25,80,0.00010879399296924363,0.00011598114907246086,0.00011269352188121797,2.4745497413339937e-06
26,80,0.00010879399296924363,0.00011598114907246086,0.0001129316935085916,2.38946688157054e-06
27,80,0.00010879399296924363,0.00011598114907246086,0.00011302485053521089,2.3722465022111457e-06
28,80,0.00010879399296924363,0.00011598114907246086,0.00011287211176459942,2.5509233347432983e-06
29,80,0.00010879399296924363,0.00011598114907246086,0.00011303690845925248,2.5171536465436757e-06
30,80,0.00010879399296924363,0.00011598114907246086,0.00011289793617280243,2.7026020234290497e-06
31,80,0.00010879399296924363,0.00011598114907246086,0.000113001542108254,2.6992753731214756e-06
32,80,0.00010879399296924363,0.00011598114907246086,0.0001128830539648751,2.708272315454518e-06
33,80,0.00010879399296924363,0.00011598114907246086,0.00011301136858476368,2.8681713814912467e-06
34,80,0.00010879399296924363,0.00011598114907246086,0.00011336624017854685,2.9012807273465328e-06
35,80,0.00010879399296924363,0.00011598114907246086,0.00011335135797061943,2.908960276747339e-06
36,80,0.00010879399296924363,0.00011598114907246086,0.00011348247355808,2.9648694028129445e-06
37,80,0.00010879399296924363,0.00011598114907246086,0.00011377838584019356,2.9443055620522916e-06
38,80,0.00010879399296924363,0.00011598114907246086,0.00011451366890224848,2.396782307091276e-06
39,80,0.00010879399296924363,0.00011598114907246086,0.00011438957882372583,2.6547954883765626e-06
40,80,0.00010879399296924363,0.00011598114907246086,0.00011425734751249931,2.6600400338109707e-06
41,80,0.00010879399296924363,0.00011598114907246086,0.00011425397702488754,2.780983404337902e-06
