generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,80,9.763345499035684e-05,0.00012637256751296555,0.00011033471636817983,6.610346248691022e-06
1,80,0.00010108721705405057,0.00012637256751296555,0.00011125395501790441,6.857593632722227e-06
2,80,0.00010108721705405057,0.00012637256751296555,0.00011195817877613058,5.823421489997882e-06
3,80,0.00010108721705405057,0.00012637256751296555,0.00011222116657571773,5.4629579002294276e-06
4,80,0.00010108721705405057,0.00012637256751296555,0.00011258113675681725,4.345399928194274e-06
5,80,0.00010108721705405057,0.00011741372337586796,0.00011253701125654933,3.906878715062947e-06
6,80,0.00010108721705405057,0.00011741372337586796,0.00011313309840510438,3.384257377351744e-06
7,80,0.00010707070082078166,0.00011741372337586796,0.00011380535162689481,2.9136026810127803e-06
8,80,0.00010707070082078166,0.00011741372337586796,0.00011339838120741981,3.0482755219407276e-06
9,80,0.00010707070082078166,0.00011741372337586796,0.00011274855490910353,3.30366968170407e-06
10,80,0.00010707070082078166,0.00011741372337586796,0.00011278457642527281,3.005873889606834e-06
11,80,0.00010707070082078166,0.00011741372337586796,0.00011241638006959207,2.8078767586958333e-06
12,80,0.00010707070082078166,0.00011741372337586796,0.00011279901685887339,2.801388639976284e-06
13,80,0.00010707070082078166,0.00011741372337586796,0.00011265020617895606,3.0701312147807967e-06
14,80,0.00010707070082078166,0.00011741372337586796,0.00011236203690512656,3.0860475580549548e-06
15,80,0.00010707070082078166,0.00011741372337586796,0.00011258901260294759,3.0799183939024514e-06
16,80,0.00010707070082078166,0.00011741372337586796,0.00011272873298036252,2.7371164574059163e-06
17,80,0.00010707070082078166,0.00011741372337586796,0.00011289875025481376,2.400681928520582e-06
18,80,0.00010707070082078166,0.00011741372337586796,0.00011282565795102377,2.351650622424715e-06
19,80,0.00010707070082078166,0.00011741372337586796,0.00011234110755369033,3.1061366565472474e-06
20,80,0.00010707070082078166,0.00011741372337586796,0.0001125453336060462,2.997934290377745e-06
21,80,0.00010707070082078166,0.00011741372337586796,0.00011271737654976158,2.9704547426392995e-06
22,80,0.00010707070082078166,0.00011741372337586796,0.00011243188288389183,3.2097577951823315e-06
23,80,0.00010707070082078166,0.00011741372337586796,0.00011237930238786661,3.1091981259265703e-06
24,80,0.00010707070082078166,0.00011741372337586796,0.00011228396673006466,3.010259113676177e-06
25,80,0.00010707070082078166,0.00011741372337586796,0.00011211581415686525,3.054270550191342e-06
26,80,0.00010707070082078166,0.00011741372337586796,0.0001126104465422151,2.771786440016068e-06
27,80,0.00010707070082078166,0.00011741372337586796,0.00011246744305551217,2.6141753309862623e-06
28,80,0.00010707070082078166,0.00011741372337586796,0.00011251511088441312,2.6685988035437144e-06
29,80,0.00010707070082078166,0.00011741372337586796,0.00011263068296158739,2.4720899418506907e-06
30,80,0.00010707070082078166,0.00011741372337586796,0.00011299500526839036,2.0196441035576836e-06
31,80,0.00010707070082078166,0.00011360029706379013,0.00011302895739252702,1.8450442680242632e-06
32,80,0.00010707070082078166,0.00011360029706379013,0.00011311057734556459,1.7198391290487516e-06
33,80,0.00010707070082078166,0.00011360029706379013,0.00011343705715771502,1.0194328866844698e-06
34,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
35,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
36,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
37,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
38,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
39,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
40,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
41,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
42,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
43,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
44,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
45,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
46,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
47,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
48,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
49,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
50,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
51,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
52,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
53,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
54,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
55,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
56,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
57,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
58,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
59,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
60,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
61,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
62,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
63,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
64,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
65,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
66,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
67,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
68,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
69,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
70,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
71,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
72,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
73,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
74,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
75,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
76,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
77,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
78,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
79,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
80,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
81,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
82,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
83,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
84,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
85,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
86,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
87,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
88,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
89,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
90,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
91,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
92,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
93,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
94,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
95,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
96,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
97,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
98,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
99,80,0.00011360029706379013,0.00011360029706379013,0.00011360029706379024,5.606501875235132e-12
